"OTU"	"Domain"	"Supergroup"	"Division/Kingdom"	"Phylum/Class"	"Level_X"	"Level_XX"	"Level_XXX"	"Level_XXXX"	"Level_XXXXX"	"Species"
"OTU1"	"Eukaryota"	"Excavata"	"Discoba"	"Heterolobosea"	"Tetramitia"	NA	NA	NA	NA	NA
"OTU2"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycotina"	"Saccharomycetales"	NA	NA	NA	NA
"OTU3"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycotina"	"Saccharomycetales"	NA	NA	NA	NA
"OTU4"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycotina"	"Saccharomycetales"	NA	NA	NA	NA
"OTU5"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycotina"	"Saccharomycetales"	NA	NA	NA	NA
"OTU6"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	"Leidyana2"	NA	NA	NA
"OTU7"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU8"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU9"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	"Gregarina3"	NA	NA	NA
"OTU10"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	"Leidyana1"	NA	NA	NA
"OTU11"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU12"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU13"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU14"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU15"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU16"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU17"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU18"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU19"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Craniata"	"Teleostei"	NA	NA	NA	NA	NA
"OTU20"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Ascetosporea"	"Haplosporida"	"Haplosporidiidae"	"Haplosporidium"	NA	NA	NA
"OTU21"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Ascetosporea"	"Haplosporida"	NA	NA	NA	NA	NA
"OTU22"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	"Asperococcus"	"bullosus"	NA	NA	NA	"Asperococcus_bullosus"
"OTU23"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Suessiales"	"Suessiaceae"	NA	NA	NA	NA
"OTU24"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Raphidophyceae"	"Heterosigma"	"akashiwo"	NA	NA	NA	"Heterosigma_akashiwo"
"OTU25"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Thaumatomonadida"	"Thaumatomonadidae"	"Thaumatomonas"	NA	NA	NA
"OTU26"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Microsporidiomycota"	"Microsporidiomycotina"	NA	NA	NA	NA	NA
"OTU27"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU28"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	"Halisarca"	NA	NA	NA	NA
"OTU29"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Rhabdocoela"	NA	NA	NA	NA
"OTU30"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Maxillopoda"	NA	NA	NA	NA
"OTU31"	"Eukaryota"	"Opisthokonta"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU32"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Oligohymenophorea"	"Peritrichia"	"Sessilida"	NA	NA	NA	NA
"OTU33"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Pirsonia"	"Clade"	NA	NA	NA	NA	NA
"OTU34"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Maxillopoda"	NA	NA	NA	NA
"OTU35"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	"Ascidiacea"	NA	NA	NA	NA	NA
"OTU36"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU37"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Amphora"	NA	NA	NA	NA
"OTU38"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU39"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU40"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU41"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU42"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU43"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU44"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU45"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU46"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU47"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU48"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU49"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU50"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU51"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU52"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU53"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU54"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU55"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU56"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU57"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU58"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU59"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU60"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Praeconvoluta"	"tigrina"	NA	"Praeconvoluta_tigrina"
"OTU61"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU62"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU63"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Postmecynostomum"	"pictum"	NA	"Postmecynostomum_pictum"
"OTU64"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Postmecynostomum"	"pictum"	NA	"Postmecynostomum_pictum"
"OTU65"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU66"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU67"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU68"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU69"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU70"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU71"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU72"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU73"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Philocelis"	NA	NA	NA
"OTU74"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU75"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU76"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU77"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU78"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU79"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU80"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU81"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU82"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU83"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU84"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU85"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU86"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU87"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU88"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU89"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU90"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU91"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU92"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU93"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU94"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU95"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU96"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU97"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Maxillopoda"	NA	NA	NA	NA
"OTU98"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Aphanastoma"	NA	NA	NA
"OTU99"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	NA	NA	NA	NA	NA	NA
"OTU100"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	NA	NA	NA	NA	NA	NA
"OTU101"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Astrorhiza"	NA	NA	NA	NA	NA
"OTU102"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Astrorhiza"	NA	NA	NA	NA	NA
"OTU103"	"Eukaryota"	"Rhizaria"	"Foraminifera"	NA	NA	NA	NA	NA	NA	NA
"OTU104"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"EUG1"	NA	NA	NA	NA
"OTU105"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"EUG1"	NA	NA	NA	NA
"OTU106"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU107"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Neogregarinorida"	NA	NA	NA	NA	NA
"OTU108"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	NA	NA	NA	NA
"OTU109"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU110"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	NA	NA	NA	NA
"OTU111"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	NA	NA	NA	NA
"OTU112"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU113"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU114"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU115"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	NA	NA	NA	NA
"OTU116"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	"Polyplicarium"	NA	NA	NA
"OTU117"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU118"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Celleporaria"	NA	NA	NA	NA	NA
"OTU119"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Anguinella"	"palmata"	NA	NA	NA	"Anguinella_palmata"
"OTU120"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU121"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Cryptosula"	"pallasiana"	NA	NA	NA	"Cryptosula_pallasiana"
"OTU122"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Cryptosula"	"pallasiana"	NA	NA	NA	"Cryptosula_pallasiana"
"OTU123"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Umbonula"	NA	NA	NA	NA	NA
"OTU124"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU125"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Cryptosula"	"pallasiana"	NA	NA	NA	"Cryptosula_pallasiana"
"OTU126"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Flustra"	NA	NA	NA	NA	NA
"OTU127"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU128"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Callopora"	NA	NA	NA	NA	NA
"OTU129"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Rotifera"	NA	NA	NA	NA	NA	NA
"OTU130"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU131"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU132"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU133"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU134"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Bowerbankia"	NA	NA	NA	NA	NA
"OTU135"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Watersipora"	NA	NA	NA	NA	NA
"OTU136"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU137"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"EUG1"	NA	NA	NA	NA
"OTU138"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU139"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Urosporidae"	NA	NA	NA	NA
"OTU140"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Urosporidae"	NA	NA	NA	NA
"OTU141"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Urosporidae"	"Difficilina"	NA	NA	NA
"OTU142"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Urosporidae"	NA	NA	NA	NA
"OTU143"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Urosporidae"	NA	NA	NA	NA
"OTU144"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Myxozoa"	NA	NA	NA	NA	NA	NA
"OTU145"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	"Ammoniidae"	"Ammonia"	NA	NA	NA
"OTU146"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	NA	NA	NA	NA	NA
"OTU147"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	NA	NA	NA	NA	NA
"OTU148"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Vanhoeffenella"	NA	NA	NA	NA	NA
"OTU149"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU150"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU151"	"Eukaryota"	"Rhizaria"	"Foraminifera"	NA	NA	NA	NA	NA	NA	NA
"OTU152"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	"Miliolida"	NA	NA	NA	NA	NA
"OTU153"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	"Buliminidae"	"Bulimina"	NA	NA	NA
"OTU154"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU155"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	NA	NA	NA	NA	NA	NA
"OTU156"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	"Miliolida"	NA	NA	NA	NA	NA
"OTU157"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU158"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	NA	NA	NA	NA	NA
"OTU159"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	NA	NA	NA	NA	NA
"OTU160"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU161"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU162"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	"Nonionidae"	"Cribrostomoides"	NA	NA	NA
"OTU163"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Textulariida"	NA	NA	NA	NA	NA
"OTU164"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Textulariida"	NA	NA	NA	NA	NA
"OTU165"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Textulariida"	NA	NA	NA	NA	NA
"OTU166"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Textulariida"	"Eggerellidae"	NA	NA	NA	NA
"OTU167"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	"Planorbulinidae"	"Planorbulinella"	NA	NA	NA
"OTU168"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Psammosphaera"	NA	NA	NA	NA	NA
"OTU169"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU170"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU171"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	NA	NA	NA	NA	NA	NA
"OTU172"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU173"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Hemisphaerammina"	NA	NA	NA	NA	NA
"OTU174"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Hemisphaerammina"	NA	NA	NA	NA	NA
"OTU175"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU176"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU177"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU178"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Allogromiina"	NA	NA	NA	NA	NA
"OTU179"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Allogromia"	NA	NA	NA	NA	NA
"OTU180"	"Eukaryota"	"Rhizaria"	"Foraminifera"	NA	NA	NA	NA	NA	NA	NA
"OTU181"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Saccamminidae"	NA	NA	NA	NA	NA
"OTU182"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	NA	NA	NA	NA	NA	NA
"OTU183"	"Eukaryota"	"Rhizaria"	"Foraminifera"	NA	NA	NA	NA	NA	NA	NA
"OTU184"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	"Miliolida"	"Massilina"	NA	NA	NA	NA
"OTU185"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	"Miliolida"	NA	NA	NA	NA	NA
"OTU186"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU187"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU188"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Pelosina"	NA	NA	NA	NA	NA
"OTU189"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU190"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Euplotidae"	"Euplotes"	"aediculatus"	NA	"Euplotes_aediculatus"
