"OTU"	"Domain"	"Supergroup"	"Division/Kingdom"	"Phylum/Class"	"Level_X"	"Level_XX"	"Level_XXX"	"Level_XXXX"	"Level_XXXXX"	"Species"
"OTU1802"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Ustilaginomycotina"	"Exobasidiomycetes"	NA	NA	NA	NA
"OTU1803"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Ustilaginomycotina"	"Exobasidiomycetes"	NA	NA	NA	NA
"OTU1804"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Ustilaginomycotina"	"Exobasidiomycetes"	NA	NA	NA	NA
"OTU1805"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Pucciniomycotina"	"Cystobasidiomycetes"	NA	NA	NA	NA
"OTU1806"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1807"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Wallemiomycetes"	"Wallemiales"	NA	NA	NA	NA
"OTU1808"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1809"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1810"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Eimeriida"	"Sarcocystidae"	NA	NA	NA	NA
"OTU1811"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Eimeriida"	"Sarcocystidae"	NA	NA	NA	NA
"OTU1812"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Marosporida"	"Rhytidocystidae"	NA	NA	NA	NA
"OTU1813"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Marosporida"	"Rhytidocystidae"	NA	NA	NA	NA
"OTU1814"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Marosporida"	"Rhytidocystidae"	NA	NA	NA	NA
"OTU1815"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1816"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1817"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	"Haptoria"	"Lacrymariidae"	NA	NA	NA	NA
"OTU1818"	"Eukaryota"	"Alveolata"	"Apicomplexa"	NA	NA	NA	NA	NA	NA	NA
"OTU1819"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1820"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1821"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1822"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1823"	"Eukaryota"	"Hacrobia"	"Picozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU1824"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1825"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Synurophyceae"	"Synurales"	NA	NA	NA	NA	NA
"OTU1826"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	"Rhyzophidiales"	NA	NA	NA
"OTU1827"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1828"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Tremellomycetes"	NA	NA	NA	NA
"OTU1829"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Agaricomycetes"	NA	NA	NA	NA
"OTU1830"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Agaricomycetes"	"Cortinarius"	NA	NA	NA
"OTU1831"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Tremellomycetes"	NA	NA	NA	NA
"OTU1832"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Tremellomycetes"	NA	NA	NA	NA
"OTU1833"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1834"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1835"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	NA	NA	NA	NA	NA
"OTU1836"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1837"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1838"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1839"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Neogregarinorida"	NA	NA	NA	NA	NA
"OTU1840"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1841"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1842"	"Eukaryota"	"Opisthokonta"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1843"	"Eukaryota"	"Opisthokonta"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1844"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1845"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1846"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1847"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1848"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	NA	NA	NA	NA	NA
"OTU1849"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	NA	NA	NA	NA	NA
"OTU1850"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1851"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1852"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	NA	NA	NA	NA	NA
"OTU1853"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1854"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1855"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1856"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1857"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1858"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1859"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU1860"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1861"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	"Haptoria"	"Didiniidae"	NA	NA	NA	NA
"OTU1862"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1863"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1864"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Zoopagomycota"	"Zoopagomycotina"	NA	NA	NA	NA	NA
"OTU1865"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"GRE3"	NA	NA	NA	NA	NA
"OTU1866"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"GRE3"	NA	NA	NA	NA	NA
"OTU1867"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"GRE3"	NA	NA	NA	NA	NA
"OTU1868"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"GRE3"	NA	NA	NA	NA	NA
"OTU1869"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Agaricomycetes"	NA	NA	NA	NA
"OTU1870"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1871"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	"Haptoria"	NA	NA	NA	NA	NA
"OTU1872"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1873"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1874"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1875"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1876"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1877"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1878"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1879"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1880"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1881"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1882"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1883"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	NA	NA	NA	NA	NA
"OTU1884"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Pterocystida"	"Pterocystidae"	"Pterocystis"	NA	NA	NA	NA
"OTU1885"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	"Hymeniacidon"	NA	NA	NA	NA
"OTU1886"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	"Halisarca"	NA	NA	NA	NA
"OTU1887"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Porifera"	"Demospongiae"	"Halisarca"	NA	NA	NA	NA
"OTU1888"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Stentoridae"	"Stentor"	NA	NA	NA	NA
"OTU1889"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Oligohymenophorea"	"Peniculia"	"Frontoniidae"	"Frontonia"	NA	NA	NA
"OTU1890"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1891"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1892"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1893"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1894"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1895"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1896"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1897"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1898"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1899"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1900"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1901"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1902"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1903"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1904"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1905"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1906"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1907"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1908"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1909"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1910"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1911"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1912"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Folliculinidae"	NA	NA	NA	NA	NA
"OTU1913"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Heterotrichea"	"Stentoridae"	"Stentor"	NA	NA	NA	NA
"OTU1914"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	NA	NA	NA	NA	NA	NA
"OTU1915"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	NA	NA	NA	NA	NA	NA
"OTU1916"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1917"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1918"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1919"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	"Haptoria"	"Lacrymariidae"	NA	NA	NA	NA
"OTU1920"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	"Haptoria"	"Lacrymariidae"	NA	NA	NA	NA
"OTU1921"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Oligohymenophorea"	"Peniculia"	"Frontoniidae"	NA	NA	NA	NA
"OTU1922"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	NA	NA	NA	NA	NA	NA
"OTU1923"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1924"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1925"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1926"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1927"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1928"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1929"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1930"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	"Haptoria"	"Lacrymariidae"	NA	NA	NA	NA
"OTU1931"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU1932"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	NA	NA	NA	NA	NA	NA
"OTU1933"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"GRE3"	NA	NA	NA	NA	NA
"OTU1934"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"GRE3"	NA	NA	NA	NA	NA
"OTU1935"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1936"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Agaricomycetes"	NA	NA	NA	NA
"OTU1937"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1938"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Adeleida"	NA	NA	NA	NA	NA
"OTU1939"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1940"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Neogregarinorida"	NA	NA	NA	NA	NA
"OTU1941"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU1942"	"Eukaryota"	"Opisthokonta"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1943"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	NA	NA	NA	NA
"OTU1944"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU1945"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	NA	NA	NA	NA	NA	NA
"OTU1946"	"Eukaryota"	"Alveolata"	"Chrompodellids"	"Colpodellidea"	"Colpodellida"	"Alphamonaceae"	"Alphamonadea"	"ALPH1"	NA	NA
"OTU1947"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1948"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU1949"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1950"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA	NA
"OTU1951"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Eimeriida"	NA	NA	NA	NA	NA
"OTU1952"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Agaricomycetes"	"Pseudocolus"	NA	NA	NA
"OTU1953"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Agaricomycetes"	NA	NA	NA	NA
"OTU1954"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycotina"	"Agaricomycetes"	NA	NA	NA	NA
"OTU1955"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Pucciniomycotina"	"Pucciniomycetes"	NA	NA	NA	NA
"OTU1956"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU1957"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU1958"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU1959"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Stenophorida"	"Stenophoridae"	NA	NA	NA	NA
"OTU1960"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Stenophorida"	"Stenophoridae"	NA	NA	NA	NA
"OTU1961"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Pterocystida"	NA	NA	NA	NA	NA	NA
"OTU1962"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Ustilaginomycotina"	"Ustilaginomycetes"	NA	NA	NA	NA
"OTU1963"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Pterocystida"	NA	NA	NA	NA	NA	NA
"OTU1964"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Pterocystida"	NA	NA	NA	NA	NA	NA
"OTU1965"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Pterocystida"	NA	NA	NA	NA	NA	NA
"OTU1966"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Pterocystida"	NA	NA	NA	NA	NA	NA
"OTU1967"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Pterocystida"	NA	NA	NA	NA	NA	NA
"OTU1968"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Pterocystida"	NA	NA	NA	NA	NA	NA
"OTU1969"	"Eukaryota"	"Amoebozoa"	"Lobosa"	"Discosea-Flabellinia"	"Vannellida"	"Vannellidae"	NA	NA	NA	NA
"OTU1970"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Rhabdocoela"	"Toia"	NA	NA	NA
"OTU1971"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Rhabdocoela"	NA	NA	NA	NA
"OTU1972"	"Eukaryota"	"Opisthokonta"	"Metazoa"	NA	NA	NA	NA	NA	NA	NA
"OTU1973"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Craniata"	"Teleostei"	NA	NA	NA	NA	NA
"OTU1974"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Craniata"	"Teleostei"	NA	NA	NA	NA	NA
"OTU1975"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Maxillopoda"	"Euryte"	NA	NA	NA
"OTU1976"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Enoplea"	NA	NA	NA	NA	NA
"OTU1977"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Enoplea"	NA	NA	NA	NA	NA
"OTU1978"	"Eukaryota"	"Opisthokonta"	"Metazoa"	NA	NA	NA	NA	NA	NA	NA
"OTU1979"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1980"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1981"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1982"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1983"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1984"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1985"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1986"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1987"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1988"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1989"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1990"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1991"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1992"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1993"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1994"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU1995"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Rhabdocoela"	"Gyratrix"	NA	NA	NA
"OTU1996"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Enoplea"	"Enoploides"	NA	NA	NA	NA
"OTU1997"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Enoplea"	"Halalaimus"	NA	NA	NA	NA
"OTU1998"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	NA	NA	NA	NA	NA
"OTU1999"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Prolecithophora"	NA	NA	NA	NA
"OTU2000"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	NA	NA	NA	NA	NA
"OTU2001"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	"Calomicrolaimus"	NA	NA	NA	NA
"OTU2002"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	"Paracyatholaimus"	NA	NA	NA	NA
"OTU2003"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	NA	NA	NA	NA	NA
"OTU2004"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Mollusca"	"Bivalvia"	"Heteroconchia"	"Hiatella"	NA	NA	NA
